#{"t_start": 1766974752.8905942, "env_id": "CustomHopper-source-v0"}
r,l,t
310.88254,126,86.795875
331.304772,134,86.911747
298.15116,118,87.016721
304.265414,122,87.122826
342.541431,136,87.284148
316.129456,131,87.448397
299.127257,128,87.58048
333.350717,120,87.700902
318.777452,133,87.844828
318.791937,137,87.974893
314.102995,132,88.122711
303.02702,126,88.372672
330.70135,144,88.514589
227.827895,97,88.606224
334.598455,135,88.733111
320.749514,130,88.880884
310.967315,124,89.007612
310.508508,128,89.141672
308.776812,119,89.25114
328.610376,131,89.381124
337.697708,141,89.499569
313.271553,131,89.609056
326.165419,135,89.714828
355.063139,139,89.841773
315.404678,124,89.954033
340.221839,138,90.080186
360.625046,139,90.206497
302.68369,132,90.318457
314.876787,129,90.434841
324.935488,134,92.482717
336.393472,134,92.602701
313.563171,130,92.713565
325.667109,137,92.835994
301.547796,122,92.934127
315.80817,123,93.043848
318.926682,123,93.269046
311.070014,128,93.387524
303.211268,125,93.48913
345.333735,133,93.620456
263.721511,106,93.729776
325.357118,129,93.856828
338.360808,139,93.990557
332.92089,130,94.110279
327.319968,135,94.222449
324.334518,133,94.342757
324.905067,132,94.452522
300.705303,126,94.55118
321.32945,132,94.664875
305.65547,128,94.775253
323.830191,124,94.886811
336.530227,132,95.012848
340.149169,135,95.137369
204.270598,96,95.216341
329.681783,141,95.341702
328.527982,132,95.457326
300.684692,123,95.636168
338.680158,136,95.776385
364.872912,141,95.921969
325.931048,140,96.050089
318.887322,130,96.163038
335.903441,134,98.071108
322.355128,121,98.287467
319.195139,131,98.408213
381.109846,153,98.545162
316.088846,125,98.658237
340.909091,133,98.781331
314.193284,133,98.923054
285.123253,113,99.02987
324.950378,137,99.150643
285.404988,115,99.245362
387.130073,139,99.36396
367.208262,139,99.482203
343.337579,133,99.600486
384.577185,139,99.719628
251.925666,106,99.810573
328.962696,136,99.931093
356.410149,133,100.037928
345.728088,132,100.158447
327.424388,130,100.269331
339.374789,135,100.385978
335.703732,143,100.63517
324.112952,140,100.772876
352.357631,137,100.900567
347.202025,130,101.015698
225.597287,106,101.117012
310.694267,135,101.272217
362.035998,137,101.398404
341.964309,127,101.528812
313.922763,126,101.640359
343.703669,139,101.760426
334.555163,133,101.862042
348.664823,137,103.852144
372.740808,135,103.961338
